kpoint,band,spin,mag_order,energy,weight_tot,weight_s,weight_p,weight_d,weight_f
5.684252975,1,up,nonmagnetic,-53.16292609252382,0.996382,0.0,0.996007,0.00037200000000000004,3e-06
5.716656928,1,up,nonmagnetic,-53.154348709902294,0.99646,0.0,0.9960760000000001,0.000381,3e-06
5.749060881,1,up,nonmagnetic,-53.148674754957725,0.996612,0.0,0.9962280000000001,0.00037799999999999997,6e-06
5.781464833999999,1,up,nonmagnetic,-53.140564673468326,0.9967290000000001,0.0,0.996346,0.00037799999999999997,5e-06
5.8138687870000005,1,up,nonmagnetic,-53.131073586927016,0.9968319999999999,0.0,0.9964459999999999,0.000379,6e-06
5.846088862,1,up,nonmagnetic,-53.147664722731434,0.99665,0.0,0.9962690000000001,0.000377,4e-06
5.878308937999999,1,up,nonmagnetic,-53.16185703880126,0.996432,0.0,0.9960450000000001,0.000386,1e-06
5.910529013,1,up,nonmagnetic,-53.178328771043816,0.9962549999999999,0.0,0.9958799999999999,0.00037200000000000004,2e-06
5.942749088999999,1,up,nonmagnetic,-53.19443856464091,0.996079,0.0,0.9957219999999999,0.000352,5e-06
5.974969165,1,up,nonmagnetic,-53.20843392469872,0.995871,0.0,0.9955290000000001,0.000334,8e-06
6.00718924,1,up,nonmagnetic,-53.22353482894775,0.995706,0.0,0.9953879999999999,0.000306,1.2e-05
6.039409316,1,up,nonmagnetic,-53.237909787840536,0.995547,0.0,0.9952559999999999,0.00027400000000000005,1.7e-05
6.071629391,1,up,nonmagnetic,-53.25144497614936,0.995397,0.0,0.995134,0.00023999999999999998,2.3e-05
6.103849467000001,1,up,nonmagnetic,-53.26403263678557,0.995257,0.0,0.995022,0.000205,2.9999999999999997e-05
6.136069542,1,up,nonmagnetic,-53.2755721148323,0.9951270000000001,0.0,0.9949209999999999,0.000169,3.7e-05
6.168289617999999,1,up,nonmagnetic,-53.285970728308754,0.9950100000000001,0.0,0.9948309999999999,0.000134,4.5e-05
6.200509693,1,up,nonmagnetic,-53.29514453008907,0.994906,0.0,0.9947520000000001,0.000102,5.2000000000000004e-05
6.232729769,1,up,nonmagnetic,-53.30301906982107,0.994816,0.0,0.994685,7.2e-05,5.9e-05
6.264949843999999,1,up,nonmagnetic,-53.309529992576856,0.994741,0.0,0.9946290000000001,4.7e-05,6.500000000000001e-05
6.29716992,1,up,nonmagnetic,-53.31503752268453,0.99469,0.0,0.994597,2.8000000000000003e-05,6.500000000000001e-05
6.329389996000001,1,up,nonmagnetic,-53.318760067503455,0.994648,0.0,0.994567,1.3000000000000001e-05,6.9e-05
6.361610071,1,up,nonmagnetic,-53.32100555107783,0.9946219999999999,0.0,0.994548,3e-06,7.099999999999999e-05
6.393830147,1,up,nonmagnetic,-53.32175604110425,0.9946139999999999,0.0,0.994542,0.0,7.2e-05
0.0,2,up,nonmagnetic,-52.94313553708683,0.998922,0.0,0.998848,0.0,7.5e-05
0.032220075550000005,2,up,nonmagnetic,-52.943622756953516,0.9989180000000001,0.0,0.998843,1e-06,7.4e-05
0.06444015110000001,2,up,nonmagnetic,-52.945081123975875,0.998906,0.0,0.9988290000000001,6e-06,7.2e-05
0.09666022664999999,2,up,nonmagnetic,-52.94750095090047,0.998886,0.0,0.9988049999999999,1.2e-05,6.8e-05
0.12888030220000002,2,up,nonmagnetic,-52.95086599252986,0.998858,0.0,0.9987729999999999,2.2e-05,6.4e-05
0.1611003777,2,up,nonmagnetic,-52.955153663413654,0.9988229999999999,0.0,0.9987309999999999,3.3e-05,5.7999999999999994e-05
0.19332045329999997,2,up,nonmagnetic,-52.96033490179156,0.9987799999999999,0.0,0.9986809999999999,4.7e-05,5.2000000000000004e-05
0.2255405288,2,up,nonmagnetic,-52.966374360073154,0.9987290000000001,0.0,0.9986229999999999,6.1e-05,4.5e-05
0.25776060440000004,2,up,nonmagnetic,-52.97271072178762,0.998663,0.0,0.998547,8.1e-05,3.4e-05
0.2899806799,2,up,nonmagnetic,-52.98043451044108,0.9986010000000001,0.0,0.998476,9.7e-05,2.8000000000000003e-05
0.3222007555,2,up,nonmagnetic,-52.988858611325156,0.998532,0.0,0.998397,0.00011399999999999999,2.1e-05
0.354420831,2,up,nonmagnetic,-52.99996989100146,0.998499,0.0,0.998346,0.000139,1.4999999999999999e-05
0.38664090659999995,2,up,nonmagnetic,-53.00984590980941,0.998423,0.0,0.998259,0.000155,9e-06
